transaction_hash,block_number,from_address,to_address,token_address,token_value
0xa2de1b4822c83a422f35f06dbfcb068fa8da6178f395d9425f507f5938345dff,642042,0xb1db9fc91f3cbec35e5745600584cdd354677554,0x56df3a0c5c70b142c704af9637e97b2b0833c10d,0xd2b0fb4a6c87c40c4b0d6d6b81e0f2db9d45df3e,2400
0x5db773c200d0df5b4cb2b1a8573761b47c5e3fcddeae1147965e1da176b44071,645286,0x4df5698b1b0195fc44fe1d2d6037ce33f215c740,0xba960dbedc4c2e0774729b2def16764592ced454,0xcb599a6f65d826f7a96ebe884a599f17fffc989b,0
0x6c2bc4784864028646ca674e4ade4466ff8076497943dde955b741c03367e896,645349,0x4df5698b1b0195fc44fe1d2d6037ce33f215c740,0xba960dbedc4c2e0774729b2def16764592ced454,0xcb599a6f65d826f7a96ebe884a599f17fffc989b,10
0xde2de55b484a1dde2a15d3525ac0c76bb5d1a9b3e90c097e3daed8e2c9472bb4,645819,0x4fb3638a030947adbbc5d8f4bcd8d6f5218c8b0a,0x1b902e37d68459100c46ff35f6b8df9b93218f76,0x0ae74afe5375d55db3c6fb7a25f841d71873addf,10000000
0x0eedf00c3985b59010ff52c32329483d78e0e6ef74dcdf59862c9e6e435ae46e,646743,0x27b5b2873c459b6ed3802c07a67449d4c584d29b,0x9284e52d64d888f2aa1bb62a38f3b5259487376a,0x91aaf9dddf7a414cf801acf17d74403736af2cea,4
0x7deba462f878c414b04981ab62725cdb96a8d2d6570a664067da062d729656f7,646835,0x27b5b2873c459b6ed3802c07a67449d4c584d29b,0x8e26464bde218507d722de78483b07afd9b727cd,0xfd780d7bd2d0a54715bc094157df163fedfd801c,200
0xfe8e27572bb33b5474b848de65037ffd1c704a1c837861576bf5e1ebea055694,646838,0x27b5b2873c459b6ed3802c07a67449d4c584d29b,0x8e26464bde218507d722de78483b07afd9b727cd,0xfecec2a04af199e5942bfc8ee874f5fe43ece0d3,2000
0x6a5d54954ef0874a016416efd7fd743224edfca41352e42d64d8d1309703ad07,646941,0x27b5b2873c459b6ed3802c07a67449d4c584d29b,0x9284e52d64d888f2aa1bb62a38f3b5259487376a,0xfecec2a04af199e5942bfc8ee874f5fe43ece0d3,40000
0x412fc34d593a84d714bbc45f81eee299a7100d31500b8bea4319951299856cc9,648082,0xb67f72e79ac69e38798e2f24e8022f5d510b4516,0x53cde1039dfae7508275fc89e06dbc950d3b75e5,0x89cedd4a7e830ad3a33b161487c4501b24dbb159,3000
0x05393ec764ed9cca68b6d370b9a89b6aa01517cadfb4c727b33a1a57527a1712,648273,0x4fb3638a030947adbbc5d8f4bcd8d6f5218c8b0a,0x407a0de2c94eff0e00d25cc7722d573574cf3873,0xd9c8ce498cc5c27d7155835c54b51188ab2ba87a,10000
0x0ecc38a0d76ed78cd2826d44ef40ca3e43eb227c29349e03ea5c494ff300c068,650921,0xa46fcc88d1e03f79e264ec48bcf05094401a6962,0x6f2e02d328010aa86c7f70f8cd888b7fb6e4b070,0x6f2e02d328010aa86c7f70f8cd888b7fb6e4b070,1000
0x541fa9fcd6f50f1aae695f32f77dda3d7ceb67d6c4148e0ef2ea720493f2389e,650953,0x19d94355c18d519f3639cab3fb19ae0422e0f3be,0x7949f91d0bd6cfa7d638e920affad2b73b5f06f1,0x8cb66fa82b4faf5b71d8d6c3ba43a775ab43f76b,100000000000000
0xef79f240deaf34d02f21aed946fce6bc89b000064b3cf8534ea695e3b14230d7,655988,0xd3a4ca1bd3a22ec7627b5c04e321b6b6c2d91340,0x1292aeb2fa3bda4333f79b6274f6f7a9b7a6677d,0x91f8a3ac5f2592c3da8d272f0fcf866bc0e058b5,1000000
0x7e2368c973b7c2f055d096ea93a47d64ad890b038cf123bca7aa8ea1e419fac7,656370,0xd6a34222f296a8a9620c2f0dad32453180fc1b65,0x6d7fcbc870ffa63b19ccde6f47a8ec28e939fdea,0xf5cae5e944dbb4499cb4cfe09d06e7cf484001dc,100
0x262c840ced87c293171ae12881883f6b9c1e3e40a3b43be23e6e6a738d317715,656401,0xd6a34222f296a8a9620c2f0dad32453180fc1b65,0x3f511333679055e04dcc94e0a8b19778c27e8bd6,0xf5cae5e944dbb4499cb4cfe09d06e7cf484001dc,100
0xc0020b6bbc6a4f1790f6cb95776cef516536c3c79a07b0125d136f0d25ea5585,656952,0x98dfe85fda90bfe0ca5e1d9124417d371ed1d9cb,0x3f62241126dd623818697227fb08e850737e5061,0x9b743992d6a615f686647480b1c1c0c7c024cdf3,500
0xccad224e64e0cb75710506ff053cf49619b85a04d5add1ddb1fd3bffa822b649,657039,0x5f3d263c1ab3081be7c3b76d65afd39ba5591526,0x216aba52d520e80fa3450fbd1d6192824f960b87,0x8c73d949d75f92c159ec99035325a6be5edf6ccb,2
0x3825b7b9386b2951c162c3a312c8b021fecaa24e1cb82bcc5f92d5a35ead4ab6,657050,0x5f3d263c1ab3081be7c3b76d65afd39ba5591526,0x820c3a3ec18f46f9b2df32035a4b0a474db3452c,0x8c73d949d75f92c159ec99035325a6be5edf6ccb,2
0x2abacd41e85663d3856bb7fdd952c193c672d7f374e5de178a4953f22ea8b241,659957,0x4fb3638a030947adbbc5d8f4bcd8d6f5218c8b0a,0x407a0de2c94eff0e00d25cc7722d573574cf3873,0xd9c8ce498cc5c27d7155835c54b51188ab2ba87a,10000
0xee4d9ef7c3bc8c539c5d2f6454fe6fb1292561b6e880835b6879005b40664274,660126,0x4fb3638a030947adbbc5d8f4bcd8d6f5218c8b0a,0x407a0de2c94eff0e00d25cc7722d573574cf3873,0xd9c8ce498cc5c27d7155835c54b51188ab2ba87a,100000
0x8719178fcde618bb8b7a77fdbc1a086c4254ddd8fc81bd4a435f2e7fcb99035e,660156,0x4fb3638a030947adbbc5d8f4bcd8d6f5218c8b0a,0x407a0de2c94eff0e00d25cc7722d573574cf3873,0xd9c8ce498cc5c27d7155835c54b51188ab2ba87a,1000000
0xc5c7af08a03ae66346e98eb1f3b8cc67c1454758512d5973d1ad86a13dc54920,660173,0x22f7dbe877647921cfa2ae2e863f73aaa23f0d7d,0x6d1ae86f0cff8687888cdd24a3c93b8910321c84,0xb7e74c6465a8f32832da5ab3c1d4fda9846e69a1,1000000
0xa8889707cd0948c0db3f4813f1338b2f61f05c6501a1f6aed758799b213ab15e,660303,0x5f3d263c1ab3081be7c3b76d65afd39ba5591526,0xae53673795b1b1537fe267c71c4ab14036b77cd8,0x8c73d949d75f92c159ec99035325a6be5edf6ccb,2
0xf2d3ed98a66b83285cd2a43f9293f6e0f5ec79c0aa11e3c5897f870083c9c3a5,667176,0x1d01dae64a1e92c2b09c248be5e185c16ff79093,0x407a0de2c94eff0e00d25cc7722d573574cf3873,0x89230fdc3b73851da77ebec3cc9f340e48ac0df1,500000
0xf8ae1efc6884972a53763141f46eb481150a7b06155c6ad45e5089f8124286bf,668117,0x1d01dae64a1e92c2b09c248be5e185c16ff79093,0x10b1b3d8e79a4f9953a0bcec05af1110c4126ea6,0x89230fdc3b73851da77ebec3cc9f340e48ac0df1,10000
0x62567443cf8c2e05d537d529cf4e6b8d665c282eff8b46dc6447da8f80b7eb29,668166,0x1d01dae64a1e92c2b09c248be5e185c16ff79093,0x407a0de2c94eff0e00d25cc7722d573574cf3873,0x89230fdc3b73851da77ebec3cc9f340e48ac0df1,100000
0x04e3122f2a0c64273823584208ef20f16be02d7197f2952232d60532682b6ea7,668175,0x407a0de2c94eff0e00d25cc7722d573574cf3873,0x10b1b3d8e79a4f9953a0bcec05af1110c4126ea6,0xd9c8ce498cc5c27d7155835c54b51188ab2ba87a,500
0x3920725afa2dd9c16b368975b5e52951559d487a6c9eb183be6219bef5c2a39a,669379,0x0abcd15242b37b8f90900f712ce492fea0ee15c0,0x752294e9b40c6d89dd30e00f6bc4ae7bafbb7e0d,0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,12500000
0x8531330b6f94ea73bb3401c35074462bbb6db1942780c43c3d284b0718d9a8ab,669407,0x0abcd15242b37b8f90900f712ce492fea0ee15c0,0x02e25cc8709efca6ec74fcd4496aab91278aa1cd,0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,12500000
0xcd74685cc8725f7a8a6b53913edc50d8c01a742c07fbfa5894cdb4066409b8c5,669508,0x0abcd15242b37b8f90900f712ce492fea0ee15c0,0x368384265a977560bebcaa4efde9f68b397764ef,0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,500000
0xaa5d7bc7ac0495267ed4e2f87b766211c5ede0841d348400ad1592b4f36be11e,669548,0x368384265a977560bebcaa4efde9f68b397764ef,0xc7bac49263d2fb307ee5d4b19a09192b1332250e,0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,20000
0xe0c502a88332c5aabb6fc8fc0fda63178e6c2ebaa51a55c44ba6395454da13a2,670215,0xc7bac49263d2fb307ee5d4b19a09192b1332250e,0x368384265a977560bebcaa4efde9f68b397764ef,0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,20000
0x47c853d6a67192728ef5a787f4fd1edb60cdd853ef036f2d8bc93aef29a5ba69,670229,0x0abcd15242b37b8f90900f712ce492fea0ee15c0,0xc7bac49263d2fb307ee5d4b19a09192b1332250e,0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,10000
0xdd0242b6fe60be86a5a7fcb47e8c7d1ba83ecd359b85cde44cb513cd5d45a985,673637,0x4fb3638a030947adbbc5d8f4bcd8d6f5218c8b0a,0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee,0x41f0a262e414e4d63b86dfe203c68e4ed88657c8,50000000
0x477669fd0d06e6f0575657a0b46115e6c6d57397db07809f76b34f9156d949ba,673647,0x4fb3638a030947adbbc5d8f4bcd8d6f5218c8b0a,0x5014b8b18abcb273c4c053019030a4c4c5184337,0x41f0a262e414e4d63b86dfe203c68e4ed88657c8,50000000
0x43aefd89c0ed99b581ae9dffa73e32ad6ea6e1ead858f33c1152d6e8747d4421,674377,0x0abcd15242b37b8f90900f712ce492fea0ee15c0,0x50426b2733a368a9d2bab562c21a1ca21e9d5d71,0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,10000
0x53f21b8220469f53ae913936f072e6b041b18af8b7368a7eee8691e87a38c3b6,674533,0x556b2b8d4c0da3433544756c237503ccf51b2df4,0xc627fe7914c8170c2063d7241aadf15537d705de,0xb67b764445f828a37ffb757f8c94c20f07db8da6,1000
0x769e44adc4c9c4ed5ce0c613c546a3727cc5e130eca7045ef2331b0dc6b0baea,675038,0xa46fcc88d1e03f79e264ec48bcf05094401a6962,0x4e49a9d8d470a8dd4ebd2136f69d98f116d3e71c,0x17fa509a1dbf82e7173072e70b95e264dfeeabf5,1
0x4c1525b66a5fd9d1ef665e5b6be4436c8e12051508be5c8dd7111b069799da24,675055,0xa46fcc88d1e03f79e264ec48bcf05094401a6962,0x4e49a9d8d470a8dd4ebd2136f69d98f116d3e71c,0x17fa509a1dbf82e7173072e70b95e264dfeeabf5,100
0x318e07bf1e501d1b5d199acb4359a73454e3c2e7f92d5c5e403bd09c38259988,677781,0x2b82751871401731d611cadd8b9614cf9b249b73,0xc5f65f7ba2cb76dd76da3e7ba1122516eeba8f1b,0x7a47bacaab34d55a5485be5c40ffd2768659716d,10000
0xbe826bb98fdb5e6ebecec30354b2f1b9faae4723d4d60dbd77ef33e029a5aa85,680196,0x4676b720c02e5089664d9cac6ed55054ee2a6e63,0x3c770607ee15cffef99672722845b0c397130abd,0xe6069d0158fddf0fd9b13f8f9fe69829c4b869ed,1003
0x67f623c1a883ca0bd26f6be4fe0dd6309897e58812da683b2d3df835a6f9f823,680212,0x0000000000000000000000000000000000000000,0x3c770607ee15cffef99672722845b0c397130abd,0xe6069d0158fddf0fd9b13f8f9fe69829c4b869ed,100203994
0xa9d762dbffa3e9e56e45b0ded7ab106c718530d4c35707a9b02572af4b444456,687314,0x9eb23ad7023333cb9528d606d4a0bb92aaf42d52,0xf183542200ea8457b0261d7ae3d5893f25c256ad,0x7739e6fc3c9f24c00bdd73106c35ca5aef6bf7f3,1000000
0x4f182032556792071a240c88fa8842f6d5a9562cdc52f89829708d25dbbf8368,689175,0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee,0x35ca25180559c4b306cd774852fa0ea44abb510c,0x802d7363ff914ff2b48ca943c099b0047f93fd68,100
0xccccaebbdecde49bdaedd7903e42fdab2bd086b96e8e9a237e1e54c873da9027,689251,0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee,0x24f406e4cbb63c7f24620e66dcd2d29c9c9d4995,0x94cf02f0175d26d14f980daa0ee64929fbf5196c,500000000
0x09cadd75deb6bb8bc1c75b0337aaade12218aaef14388b6d78556fa1a0380ecf,689357,0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee,0x35ca25180559c4b306cd774852fa0ea44abb510c,0x94cf02f0175d26d14f980daa0ee64929fbf5196c,1000000000
0xe2e4d2ae04dc9a7689298708ab0e6f33313313af56de17e5ba8bc8d3b09bf7f5,692066,0x19d94355c18d519f3639cab3fb19ae0422e0f3be,0x0b77dc6272b4509b8bfb34aa5488eb9081c3c831,0x8cb66fa82b4faf5b71d8d6c3ba43a775ab43f76b,100000000000000
0x553402081abf7623bc77290cf78615fec331b71309492b45ba0c1eed97a31daa,693800,0xa8cccab65cee9d1c9f913bb90730a5f0853effc6,0xdcc6842acec7d848e84d2d7bf6301274e617ab86,0x314569f698bc934a4549f1d32397a8e8787fd0b6,100
0x91bbcf38d2ef6aa2596d91dd6fd324922e036095e3ad63d2e31915a193b52625,694057,0x7d34e019d30f138c7972a22c7e96eb0d1aa5f62d,0xdd2b066c3e8b5d657197a20808338acf60cd423c,0x235735225df373b88dbd42b009d4bb3e7d0ac1c7,500
0x990c4dd405100f4de540d0bd53d081856fb8bbdb067e693dc2559f330fefcd52,695843,0x3e00520925b0bba1f5c84a4c1f4400b9bfd784a6,0xf10d05f35991d3394dd5154b0e6912c615bf53eb,0xd7bb83fc1777fec0abbd01dd27ec86871734cfe4,50
0x7dad214e1be527ee20fe84a3100c415160ea0b62d263fcc4a5e06b38b315cbfc,695918,0xfbc587552a029b0a1fd2f8dadde96789a49a155e,0x3e00520925b0bba1f5c84a4c1f4400b9bfd784a6,0x38b1a2d1ccab24e8c8e66ffbacfd54a0b049186d,500
0xb566f4c5cc65b0ecd368ffa145818eab73b8e068791ddb70d23b4b2292a87f8a,723189,0xff06fd4d601ed8722d1a00f0f48a296703e80917,0xba71175e1d1ef56ed2f6e4da19a3185a69cd232c,0x477e9b642a72ac820cbf03edc0db0323d5c3b7d2,5000
0xd9437d393010e0c9ae684425dc14ec95ea21d6be88a2d3b26e653e50f9d08353,724270,0x68ed07fd5c767aa1d53c44636a9afb2714a70f48,0xfedef843bc1fbe4ed41c8c36daef7739364e4739,0x1614beaa924415aa8e439134660f5c40bb060140,1000000
0x5e285413d30086fc2f383a5c06ed8bd6c1312b93fa64c0ad2e10464a61cfe3c3,734200,0x7628241972807dfdb40e51088c83697642d10920,0x2ebe99770c547b284c9d58ae7873f8f41827e1e7,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0x3f81c359809e7a3feef03fa9345e2c5a575234aa44912fbc89c3a99f843d5a31,734248,0x0a4feeb02e9c6197e138abd308ce1e6ca435f988,0x2ebe99770c547b284c9d58ae7873f8f41827e1e7,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0x64223349e5adb126180a273bd5f8dd494e49a0864b933e2bd5f791501b7d20f6,734307,0xa5a1325c625836ca06af8683c430e775690696a6,0x684218f08a9b5f0c557c1e2b6d3de63620ceb4ea,0xd82a1b174822778dfaa385529468577b700749a1,10000000000000
0xb155e70ba22c7a89af1584d8211554dbba0040f4d40bc915e576e47c3982e17a,734364,0xa5a1325c625836ca06af8683c430e775690696a6,0x1c17eeb6ea4d7ea011e7cb07028bce9820fddd24,0xd82a1b174822778dfaa385529468577b700749a1,10000000000000
0x37307e7ec6779e8769afcfb67e9755ed7b24148ba66e2327b7a719724f34d0bd,752549,0x78101ce7602b7b86577174d210635b46321eedcd,0xad8453dbce176bd34370dd8cee9c5aafc9f8c3a0,0x2f28ec9bfe4cca27b9bd6d50d558fb95d02b35fa,4200
0x841d618fc28652429e6d4f1610e439c55910a415cb80119478dfcb7aec76ac98,752784,0x78101ce7602b7b86577174d210635b46321eedcd,0x4bbae6d13c50169f50dbacfb942bac728a0650ef,0x2f28ec9bfe4cca27b9bd6d50d558fb95d02b35fa,500
0x8d00856944cac48ae2592c999f7c77f876fc674efa3d646d60a8bc59b76f1753,752882,0x78101ce7602b7b86577174d210635b46321eedcd,0x4bbae6d13c50169f50dbacfb942bac728a0650ef,0x2f28ec9bfe4cca27b9bd6d50d558fb95d02b35fa,10
0x2574006c45e94e64a54689275133ef25233bb574b089b4bf2f5b3f8454130a1c,760660,0x9f8ed4b272817652524eabf262ba825209393207,0x19551c74e7e30b0562fc0465365986c1e87833e8,0x6effb8f9cdb66b3be22049f00b0932d7533e2875,11
0x5e3c77aeb3418a3e5fabe6cc97ec723e2c5cd36b5d5551984487286dcd2e92fc,765825,0xd1220a0cf47c7b9be7a2e6ba89f429762e7b9adb,0xdbf03b407c01e7cd3cbea99509d93f8dddc8c6fb,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,10000000
0x455e67ab1bdbc962f9bdca2e3a6aa4b484152bfcaf5e867d9d774b61cea7fc27,767710,0xd1220a0cf47c7b9be7a2e6ba89f429762e7b9adb,0x80d63799b1e08a80f73fb7a83264b5c31600bf3a,0xf4eced2f682ce333f96f2d8966c613ded8fc95dd,5000000
0x6e558efda3e96d93f9d466bde01e507bf4009dcbb01b6a4ce5b19b2b90b0f480,770945,0xa46fcc88d1e03f79e264ec48bcf05094401a6962,0xc9a198512e94341f6080e294548ab75cc135c272,0x17fa509a1dbf82e7173072e70b95e264dfeeabf5,10
0xda7fd764d40d5068944057901c6ad49714ba407f35f44b247056319aa97aaa0c,773171,0x216aba52d520e80fa3450fbd1d6192824f960b87,0x820c3a3ec18f46f9b2df32035a4b0a474db3452c,0x18e9398595a9ee1190ed9fc0a1afc3c911010d7a,40
0xb115fb3553f763283089d90099fabdfb9e50944ba00e0372868d16a3f15802d1,807419,0x732e69a7c3dd3e4d877d3b6c1c7e3c687c8c2bce,0x5d4958dcaee422106e33c25f5b44cd911d37de2a,0x744f580a064f76e5568681acf26eca8d38f0f9e1,1000
0x6aeda17462526ebabf2791803acf5345ba906508e5c285e238dc34c79b2aaae0,810004,0xcc82b664c211106d03f2f513837280af890b79d0,0x2d80665502c1499322a4fc46c470522e9c7776a4,0x253d5902e135aee388e562a69cc3f7fdef4b4741,1000
0x41fa1c8520ec42b414700e34f0a092c35de2e6e68b78dccd278dd8d8505a0294,810024,0xcc82b664c211106d03f2f513837280af890b79d0,0x7ba925d8aa511142bc583ed56990ea75f47e1dbc,0x253d5902e135aee388e562a69cc3f7fdef4b4741,1000000
0xb244b6151598407c8cdcb277ee5f6ee84c3b2eacf0ea4192847e3842b4b5a8b7,810954,0x732e69a7c3dd3e4d877d3b6c1c7e3c687c8c2bce,0x732e69a7c3dd3e4d877d3b6c1c7e3c687c8c2bce,0x7bdd870bb886a42fbae0ff7cc16d581f965c55bb,100
0xbe397337e07e14426bb8b3a8966fa28d2c925d4bacf2b385670f8944818cd814,810968,0x732e69a7c3dd3e4d877d3b6c1c7e3c687c8c2bce,0x5d4958dcaee422106e33c25f5b44cd911d37de2a,0x7bdd870bb886a42fbae0ff7cc16d581f965c55bb,100
0x5ba9e5543d9a238c03c46769847527e34cd87265075225a8fcd13cc9bc0e7ef6,811402,0x6d1ae86f0cff8687888cdd24a3c93b8910321c84,0x4bb64d958903ae78180d9fb39b3e87c75e13cad2,0xb7e74c6465a8f32832da5ab3c1d4fda9846e69a1,400000
0x7a4b0d95642e5e7d4113b25ffbf6415ee184e4e2690b892665b3d5b886de9264,823712,0xd34b5946937c7ac213d3c059eb81cc4588e8ffb8,0xbf55ad9d784bacbc9db25769313ce3ad6fcbcf46,0xa62d33e7cf4a3516ba8ebe02e087d08d15fa997e,100000
0x77258c3e8d96ed9f9e8c39666afb1bc9cb090289255c0e55df3feff9bf18eaec,823715,0xbf55ad9d784bacbc9db25769313ce3ad6fcbcf46,0xd34b5946937c7ac213d3c059eb81cc4588e8ffb8,0x02509c89a9995d60b232da2c5d5253ac8a4f4184,4200
0x20f453fdffda45b35e0f90c6143d27d62670b1b2277d9678adeafd5516eb6f02,823739,0xbf55ad9d784bacbc9db25769313ce3ad6fcbcf46,0xd34b5946937c7ac213d3c059eb81cc4588e8ffb8,0x02509c89a9995d60b232da2c5d5253ac8a4f4184,1400
0xca7ffa91624345c2a913bb36c5399695b6c7b93881d47b1425764f579777197a,823739,0xd34b5946937c7ac213d3c059eb81cc4588e8ffb8,0xbf55ad9d784bacbc9db25769313ce3ad6fcbcf46,0xa62d33e7cf4a3516ba8ebe02e087d08d15fa997e,100
0x82e4f8e7dac90d25874af2a06851cc1e37bf204ddde837a562f83ca0901c4ccb,823750,0xbf55ad9d784bacbc9db25769313ce3ad6fcbcf46,0x5d9d6ac554752493321d100a67919d0efdb049b2,0x02509c89a9995d60b232da2c5d5253ac8a4f4184,300
0xeaa7bf9455b7697383c51c96e03cd689a6cd02489009771e6c1e3a073e6d9f91,823769,0xd34b5946937c7ac213d3c059eb81cc4588e8ffb8,0xbf55ad9d784bacbc9db25769313ce3ad6fcbcf46,0xa62d33e7cf4a3516ba8ebe02e087d08d15fa997e,50000000
0xaa9dafcf4cabb7a1564d1cdcee8e3ce63146f7dbeec4f59a4642926db1626d33,823795,0x5d9d6ac554752493321d100a67919d0efdb049b2,0xd34b5946937c7ac213d3c059eb81cc4588e8ffb8,0x02509c89a9995d60b232da2c5d5253ac8a4f4184,300
0x8ad8bdd7dbddd174bb88637376210b3729469b34c14c054559cd795c247cadaf,837587,0x051869639e95edd08c7090e1d5014874e4f0fc28,0x0000000000000000000000000000000000000000,0xf40f6093d0bc6c174ba3bccf1e3d7d6714a7583e,0
0x03bbc1fdc5ecf2f5cee3c210c2a4a7ed91c74db2c872a95f8f0eb14a1431f643,843837,0x418b9f2cf2d3789303237f3bce6be767a3c75364,0xd7bf4d5b179d3a08fa7b5d9eab6b9f0789a903d8,0x94f27b5141e17dd8816242d752c7be8e6764bd22,5000000000000
0x6bbf9579f82ff4e878af4d8a95cb39d00cb6d7f3f763250690aa312929e1cbc8,848778,0x820c3a3ec18f46f9b2df32035a4b0a474db3452c,0x7801d240545512453de8ccb43a82cf42db2ef972,0x18e9398595a9ee1190ed9fc0a1afc3c911010d7a,10
0xfbdf1d76e5076ece48bea9fdc8f61f01ca18d9f9988facd71887981ab6a6f50a,849244,0xde9103a26ae9fc850bac385b3e638b32c8923730,0xdb495f164aabea3471503db6c6963c405da38bc2,0x070e22e71da64b423c83a4e7d188bb752c369e17,50000
0x6eee9939bc94ae08f2fd704861698ffd35c9062ad86daf06a7357a3b1dfac146,849253,0xdb495f164aabea3471503db6c6963c405da38bc2,0x1811dc50007a1f4561f6e731c4bc11ffa0aff177,0x070e22e71da64b423c83a4e7d188bb752c369e17,10000
0xdab62afbe97c64f9e21a8a16e6d523a2191b53066cec7023e1ae5055bf63154d,852830,0x216aba52d520e80fa3450fbd1d6192824f960b87,0x7517ecb2d735395f407513cff2a9f039eede28e3,0x18e9398595a9ee1190ed9fc0a1afc3c911010d7a,1
0x5bc8d619e0289d3c431b01aea6528773c0ce38234978d91dce68bfc1a091922c,852846,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x7517ecb2d735395f407513cff2a9f039eede28e3,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x6ba8e16deb116ca6ac9af67c93220593886a399155b608bf4f28f37f7305e50e,852854,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x7517ecb2d735395f407513cff2a9f039eede28e3,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x2cfde585b4a3c6b9392ee9219d061e1f4cfc29ce21e4116d843609e764301cde,852904,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x216aba52d520e80fa3450fbd1d6192824f960b87,0x1130547436810db920fa73681c946fea15e9b758,500000000000
0x2de8166e697fd164760eb0aaa07af47d64702cd17aa089174a007066fe6e7e13,853124,0x216aba52d520e80fa3450fbd1d6192824f960b87,0x7801d240545512453de8ccb43a82cf42db2ef972,0xd04fa77db62e9f18130db565fb5857b66bc5e0bb,1000
0x06161b771b3742d446aecfd2464018d2bdd00a14bfc26629e27e4506348d5416,853207,0xe1237d552429cc333ffd3038fc3ba3441d0b7dde,0x7517ecb2d735395f407513cff2a9f039eede28e3,0x1130547436810db920fa73681c946fea15e9b758,100000000000
0x99d78afd6cce899d09034473b843887dc3ed53130714cfbed19b5daf514733c6,854236,0xa2a4710d4e0f76f500582eebee7ebfe0ea57a1e4,0x244c58552c7d484a423a8a98cc463b7769f96d93,0xeebafcdc08cc06c0322eb01b811527fdfb08c5ba,500000
0x1c998325c4a78a0142abf3314d8fdfa1e72aff9b060d7b9ca3cc0b4b45f7316a,854376,0x244c58552c7d484a423a8a98cc463b7769f96d93,0xa2a4710d4e0f76f500582eebee7ebfe0ea57a1e4,0xeebafcdc08cc06c0322eb01b811527fdfb08c5ba,42
0xbb14b3e3ab1e02d99ce1fd62054770f7b028c8dd1bfcc942bbc86ee3878123fa,860916,0x02f58e91c11dc367d80837e82385c26f0ec6b687,0xd917e598a6931d8d393911f2c825d8c50c6a446b,0xd917e598a6931d8d393911f2c825d8c50c6a446b,1000
0xb71a46a0f1411b7b451d866eeedc8ee72717e720511ccc4d1fedac55aeff6574,860943,0x6d8ee00d5153eea3ce5001ed1e48434a5d64772a,0x299a358e3c4c4d6632c50d0c17873f6dc8d41e1a,0x36fa1ac86209cfa7b9c46764ff7f03bf8e80907a,25000
0xc2b71c637b4724a75d43ad148c1dcc03c426d080657746ecf1b7d8fb627c75ca,865316,0x4df5698b1b0195fc44fe1d2d6037ce33f215c740,0x299d83de632906b1f532e745c0b458b918b9cec2,0xcb599a6f65d826f7a96ebe884a599f17fffc989b,10
0x952e4a1912002e788106a688e4669f53d6bd72c0844669f6f17e28da176e078d,869226,0xc0a69917474c39bd7d816ff491991f258af114b6,0x9b1c99865b18bdacc1927632742bca858d2f8919,0xf4a5fbd6deb3c10320b455cb10f10929e7c72ab6,3330
0x654d4a7b6fe450a438bbde97b77c77518ca3a3cdd7942ed3474fa37c9c2812a9,869247,0xc0a69917474c39bd7d816ff491991f258af114b6,0xb6a3c770fbc0f5e0f780a703d8fd67f5f782f4dd,0xf4a5fbd6deb3c10320b455cb10f10929e7c72ab6,3330
0x9d3bfde54a0900bb1ab6c826af20771e39c16acb54fd30900449191ea7b9ac77,871317,0x4df5698b1b0195fc44fe1d2d6037ce33f215c740,0x448ef18c73af8798b695e50cee6b13506ff9d05a,0xcb599a6f65d826f7a96ebe884a599f17fffc989b,10
0xc4c154f0b767121e40073c3e9e44899b74b389bbe2c5af90fd9e979f202d61e1,874651,0xd9278954d1b60ee7844d8e9630dd4234afbebe5a,0x66605d1bf87692b8f0119f8600a946850f176023,0x2df8f1448e50fc36969048beea636d5a7cc71c64,1000000000
0xd3a54f80a39e40a63021b6db2e5c736236911a693511243ed6c1aa8118fab121,877312,0x98dfe85fda90bfe0ca5e1d9124417d371ed1d9cb,0x8bb8acbc5da60b80ce168983e7d38e918443ed08,0xa9d4e6da9e2c780ccb01061a7736a162d7b02d6c,500
0xe668f6316a043a917f1f1b94d9bda3c3fdc9e4b24b5701df234f4aa1e0d14f5f,877315,0x98dfe85fda90bfe0ca5e1d9124417d371ed1d9cb,0x8bb8acbc5da60b80ce168983e7d38e918443ed08,0x9b743992d6a615f686647480b1c1c0c7c024cdf3,300
