hash,block_number,from_address,to_address,ether_value,gas,gas_price_gwei
0x68bdeb61b469bcb44cac573d1f82f13545b1a0c6945cfcd4b955d768ee34ce8c,46815,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xd03f6b5b7fbcf7dd4dee4919543236c733546a2a,1.078444439,21000,56.982714153
0xef16ea5567c614eebdcbc9fe11f598becfb28ea249c9f7e0f3db8cf85e4432ad,46816,0x17f8255f73211f9129a7e93250e8b7df5d7f752d,0x32be343b94f860124dc4fee278fdcbd38c102d88,1999.96880801,21000,56.761411336
0x95beea73c238e0334ea83861f9a788673950961536bf4ce005cbe15bc6d0df44,46817,0xb583f9403de6c5b2c83d7e2de9928331176071b8,0x32be343b94f860124dc4fee278fdcbd38c102d88,199.49882063,21000,56.761411336
0x3e522455d53b7d47f28a65eefbfaafb5f549fbb860668f6a8b61dd8dcf475f70,46818,0x931ac2444b057f80a06a4fb627f26ffa5ce41184,0x32be343b94f860124dc4fee278fdcbd38c102d88,199.99880801,21000,56.188121081
0xccfa2826a4fcab4011b88cf46c330f22220b211bdbbafc26b3e1e2cf6a5aff40,46819,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x408e45b501976ea5715d90b1ba57b2b969645f05,1.087001279,21000,54.776026266
0xb6ad300540656a1ede0606724cbba5513d46f301842b72bced6135b85c515ed8,46823,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x6baf48e1c966d16559ce2dddb616ffa72004851e,1.149015356,21000,58.194666777
0x1e975908596cc460068ea8e83a3d2fb10563ae7606b21856a4a7397ee4dc6ab4,46826,0xbcd95ef962462b6edfa10fda87d72242fe3edb5c,0x6268efd741c08f1ec4299a8fbe1d726a081da611,334.1225,21000,500.0
0xcf9b2cf02d7141a20b885c8d824c19053ac82a4fd4ff2e8811b91119c85f531e,46827,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x9766fad89b75d0931c75b3bd3cbcb45402351a67,1.169464648,21000,55.871022335
0x2a4a0b813ea49bf4ce40b6ef26ad9b83cb1353c4c1d2e2a12f1a949c12cfdfbd,46828,0x6e4f1dd8edb448d8f0f2829eb817b81acee45152,0x756c55cbfa47fd23c0260f958e65866e64c096cb,0.001,23300,500.0
0x9dc94112912650e4670ff46cbeb2296ccae83b19802f4f5ec69d9fd652fc259c,46831,0x7836f7ef6bc7bd0ff3acaf449c84dd6b1e2c939f,0xe14413eb7d350336fc972b500c0fbb3fd3d953ce,1000,22000,1000.0
0x03c48c524d2caa2d2af768a9a71e6e46240ed5e89901bb32f177fbd593597901,46832,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c,0x2fe86c0450bf1be6001d119aa87f6f33117bd699,1000.11,21000,60.0
0xcebeed634adc7abe3aea1b3941f053c4957c297a6ef305d43ce095bbb34ce406,46833,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c,0x2fe86c0450bf1be6001d119aa87f6f33117bd699,1000.11,21000,60.0
0x040b6f1ae787ac818bc70c35c40e9471993854dfa3d14b6803b08a8c6f093974,46834,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c,0x2fe86c0450bf1be6001d119aa87f6f33117bd699,1000.11,21000,60.0
0xb8227c962ca455bfced27129540b5b2f58b21461a159c8cb4972907b9be4fd1a,46835,0x6268efd741c08f1ec4299a8fbe1d726a081da611,0x1fd82e72c890d679a44a8e61d728a81222922c31,330,23300,500.0
0xd1819eb071c187a46db31850d63153b1aed127d6b5ca9d0535c1a69ee6867dd2,46836,0x2fe86c0450bf1be6001d119aa87f6f33117bd699,0x32be343b94f860124dc4fee278fdcbd38c102d88,2100.32872579,21000,60.676374873
0x138decbdc6dd33266a50071f24ac4fe51c7b05e48d1a16fc4cf150d3a347ecdc,46837,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xf55cdbdf978f539ea4eee0621f7f1a0f9f00f7d9,1.248196574,21000,59.314128632
0x8484a34902f4860d59e00ba1f98927b2cd8a276060e28d73a6601b28e925e2c3,46838,0x0b21649ef6b76e8dbac646c7cd474df6f17afc9b,0xebdc6dd87d3a9840bc68c0266f06122234430dbb,20,21500,56.182090993
0x341af303c529296cef4c38fc1a97338fcd21dbe9b353bb64f17dbc69d294a966,46839,0x07d41217badca5e0e60327d845a3464f0f27f84a,0xb583f9403de6c5b2c83d7e2de9928331176071b8,3999.5,21000,55.916507726
0x9d28016c9546b465d2744cc32df4d75bee4aa6ec418460f00f0390380f2fd7ed,46840,0x6e4f1dd8edb448d8f0f2829eb817b81acee45152,0x756c55cbfa47fd23c0260f958e65866e64c096cb,1,23300,500.0
0x609dcf9e37f979a0e8e44d1db567d659d7488d842536c4499857533c02aedaa3,46843,0x0a2a9354e81f171976131fecbee823802e9b13ea,0x4a7c6662593951f4d9fcd1009738cccfc9d3f774,1,21000,500.0
0xcb5f944b4e9443a2d8595262a7362282657ce71744a953bc8c3b70d2533a0331,46849,0xb583f9403de6c5b2c83d7e2de9928331176071b8,0x32be343b94f860124dc4fee278fdcbd38c102d88,3999.49877124,21000,58.512530783
0xeff469d74dad47280f6f3312bccf4522d21bfe1b1dd5adc6a0354d8fc0aa8592,46850,0x2fe86c0450bf1be6001d119aa87f6f33117bd699,0x32be343b94f860124dc4fee278fdcbd38c102d88,1000.10878289,21000,57.957831991
0xdfaa5915539c6694fd30f26727f8ffc0118d2ed1e07318c53bee0d0014f38f4a,46851,0xfd1356c729aba6307fdddaf2abf89c2563bbc1bf,0x32be343b94f860124dc4fee278fdcbd38c102d88,9.99877124,21000,57.957831991
0x204ab7cd8494d46c5481943f67809cd0c5dc2d5b93dd4c5e9bc8f1dfeca6d09c,46852,0xb1a2b43a7433dd150bb82227ed519cd6b142d382,0x92e829a1cd3017c1348fd29fb32afe9e01dcb53f,800,21000,56.601953874
0x6c56e08b9e296c8f7c218b091629a92f5c7e6e46911e94680c6bad71dcc5849f,46853,0x1c257ad4a55105ea3b58ed374b198da266c85f63,0x439632734cdf5a84774156c1938cbede2ef398f0,2500,21000,1117.06053562
0xc749a072e7e0a8b329fe4d9027b77e2631fca5cf930ebddfe6548b9804dd8daa,46854,0x3e4fbd661015f6461ed6735cefef01f31445de3a,0x53dac344f48a004729edb5a2ab8900893b904783,1,21000,600.0
0x0a457184f2d0bafaa2b060213a9af23080db596c2c478fcc1ebc923f38d4fdd8,46855,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x0a656fa14f63ce9de5d4e2e8c03c2f00918bc1e2,1.248319379,21000,58.913993487
0x9024ed9814dce2ec78b3c77eb9a6cbdffcb45529684d22aa5797331b9c2cb153,46856,0x49dc75d11428d1d718fc7b71941b71ae6f8bfa3c,0xef76c144553e10420aa7fa2c205db698af95bed3,49,22000,57.935965411
0xfb3118914c770009654a36904897ac12a1d69b8479b7011ae2c389ff23ee4d90,46857,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x0000000000000000000000000000000000000000,14,21000,54.505053457
0x83c876b86140e797d487f0c37922c4ef8334808eafffbacbcb35b754c5b965fc,46859,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5eb29be794cc425659ce205c7574d158dfa6fb15,1.278487952,21000,57.812194525
0x57b8cbf1ff9c759a018bb369383cbfc48188c38df37356598d52300dd219a5c6,46860,0x53dac344f48a004729edb5a2ab8900893b904783,0x32be343b94f860124dc4fee278fdcbd38c102d88,0.99878397,21000,57.905966794
0x6c45dc9b6a58bd19413dca5069b9881f8ff247d3e178f79ef8b5157eee541484,46861,0xef76c144553e10420aa7fa2c205db698af95bed3,0x32be343b94f860124dc4fee278fdcbd38c102d88,48.99878397,21000,57.35296481
0x02b835c272d372004c605769a050e10fad824ebbb2993c840c6aed977b8a7a05,46863,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c,0xdf2b4cca7ef689e4f525fa2346b1864f36f25e25,1,21000,500.0
0xe7315eccb919f2cb600da80958a2ee435532751de12d9f75f4a66a843b84bc99,46864,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xe6e9cf0f014f687dee574d81d6a2fb6ac182922c,1.44166577,21000,59.353724887
0x822074428f7d7303f3ddad4d2fcb0bfbfd6dc713cddd959bb7255f6390567224,46866,0x834e9b529ac9fa63b39a06f8d8c9b0d6791fa5df,0xbcf9cbee07209482191e52b1136d0df410da4925,1,21000,57.608012565
0x587e6540b87f921eb6cc22ac02dbbe26367af512a160fc2d6ee4172c5ff9df52,46867,0x004bfbe1546bc6c65b5c7eaa55304b38bbfec6d3,0xb583f9403de6c5b2c83d7e2de9928331176071b8,1999.5,21000,57.514345997
0x61993c4e2baf6fa686d33227f03b119c882ea6e4fc29029b9634eb85bf5cbd56,46870,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5323a068accf78eaca5ce1a689e8a5591827787c,1.499898023,21000,56.387208077
0x3f9f692321f11266754dde392af66a8de23a7ed28616458353c83dbc59b75bb3,46873,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xf178805ea39c903a49e6a465dbd40f22576ae24a,1.516636838,21000,59.536613259
0x3c94b2237f73a8349b16a0e917a94d9b8c91b9b781b710c671361789585585f6,46876,0x439632734cdf5a84774156c1938cbede2ef398f0,0x32be343b94f860124dc4fee278fdcbd38c102d88,2499.99881827,21000,56.272858065
0x581a95af32d577aaaaa46b1fea2c83dec7891c0fb4c854b750035829c5920528,46877,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x26163e84886a136fc8034eb4e9f1cc00b1d345f1,1.53262447,21000,57.12419565
0xcf3ccebd2860cf8157b6653b7941ededfd7040f74ecccf4a0679e494226f5c00,46878,0xb583f9403de6c5b2c83d7e2de9928331176071b8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1999.49881827,21000,56.272858065
0xdd46214912ffa3f5648424fcddfe31035a16d29845247299120dc7d9879b68d5,46879,0xc1cdc601f89c0428b31302d187e0dc08ad7d1c57,0xdc49b9dc1abb93ebb856547a1c0578d65f4a32de,0,21001,55.017488546
0xc649b15ffccfcd55a9ce191225d51025f179b85f36c5bef8c6c49ec084e02024,46880,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c,0xdf2b4cca7ef689e4f525fa2346b1864f36f25e25,1000,21000,500.0
0xde7daee1388efb1e7ace43f797eb0d8d0e4eb95b3d65657bf5a16083e5b59980,46881,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0xdc49b9dc1abb93ebb856547a1c0578d65f4a32de,1,21000,57.458235199
0x860a40074909acc754e3601069d66391af33c764d631274e9203fa8ffadcd662,46883,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xe91df4c9bf7db929bf5c093da6540cd73b342fd4,1.576793094,21000,55.309500263
0xd75c4dc162158ff15a27f519ac4835b055a3b64cb032bc27a14f782a51c697b2,46891,0xe14413eb7d350336fc972b500c0fbb3fd3d953ce,0x32be343b94f860124dc4fee278fdcbd38c102d88,999.99878335,21000,57.406288454
0x8f90a32dfdc2b9443a521ed85d4c769407e7648fd9792e435e1672cb8abc914b,46892,0xc1cdc601f89c0428b31302d187e0dc08ad7d1c57,0xff68c2f39c4e7fe2f92c2dc2f8615b1bf070e0fa,0,21001,56.534410313
0x4572b053c8cd3cc6b6fbef37ebed25f42d2971f1ac482db3c606751cf595c6dc,46893,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xbe89c1b0b910323e6b651d895a9474c19c61bc6b,1.584194091,21000,54.794425354
0xb4b857a6e9455dcbfc382a53d55c73fb753e243e51856e361da5ab9fd25b1f81,46897,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c,0x4019b21f3db1f288414ac180f3ea63315b12a7ac,1000,21000,500.0
0xb319c8faaca6f62bc9e22566b699533b3237da04e460c411ca97329f97913596,46898,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xfa0d8956305edfbc2e00bee10be65876005267ac,1.603518807,21000,57.536643579
0xfee7304c302126c13be32f5a24178a129c00e17739a6f96a2cb2409ed3f5cff6,46902,0x4019b21f3db1f288414ac180f3ea63315b12a7ac,0x32be343b94f860124dc4fee278fdcbd38c102d88,999.99879638,21000,57.3151366
0xe0d6c4dfe5fa568e8282f363e43ff562c971d297a87e0ef85dfcc1ffb9f1b7bc,46903,0x4a7c6662593951f4d9fcd1009738cccfc9d3f774,0x32be343b94f860124dc4fee278fdcbd38c102d88,0.99879638,21000,57.3151366
0x4abad02e9638073ef4d3d053e44e380f5a3c05523d8f60f28a1dff05be8aa968,46905,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x60d6f4c21e8522d44158fe666dba67b2328813f3,1.693474417,21000,60.42929401
0x6b19869ed061fc990948e5389df370cc3c029771e649892e498083795c33170c,46906,0x1fd82e72c890d679a44a8e61d728a81222922c31,0x32be343b94f860124dc4fee278fdcbd38c102d88,329.99879638,21000,57.3151366
0x5b577ce551d46572cdf4b0b76101e39025a5716dd36066602efe41fc26f8c82d,46913,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x7faa8079222be817f259a9b359e37915cebe3605,1.719650303,21000,54.768240847
0xf2f3cd781b8036bdfaa968d739d7d76425e2128ac9dbdece9bceed23823ca5a3,46915,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x6dc05898ee324a05e0fe99b7e0d3be71cb90913b,1.73518028,21000,60.030005603
0x0849e7c6f3bd4eb5229e7cc07474d4a9e4661a4e289424cfbaae9493978959a0,46920,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c,0x4019b21f3db1f288414ac180f3ea63315b12a7ac,958.8015,21000,500.0
0x8dcad5c830c531311364821b32e5c7e7874ce58ae934e469be6410fc83b3d601,46921,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5bd41c3b3da9d686e42f1a27b352179c484d0279,1.741548935,21000,57.117902316
0x82a2b891f16cc6265f9da7c79c2ec710a36ad056306c4304590c2212b6d1ff97,46923,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xace365e4cd93314ccf1c389f17216ffc5966bb1f,1.750990131,21000,55.507127537
0xbb8396da9ee84c94d5b6e1d37921fd41fd0f71542eeae347ccf8e556ae4769e2,46924,0x004bfbe1546bc6c65b5c7eaa55304b38bbfec6d3,0x881b0a4e9c55d08e31d8d3c022144d75a454211c,0.1,21000,59.9049298
0x0a085ffa148b92c77471191fcd1625ff5e0ffd3c080716e7ba9e40c11b2c0d35,46926,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0xff68c2f39c4e7fe2f92c2dc2f8615b1bf070e0fa,0.00001,21000,54.613126681
0x21ea03d2bdc02bda69ff1d9597a2d01c3f4520a8dceba1c6d7964629d21150f6,46927,0xf7b8418409f2a9de568a4bcbd93d7e26d70509ae,0x4019b21f3db1f288414ac180f3ea63315b12a7ac,0.9895,21000,500.0
0xa873ff98c088e5c14d537de9878bc14a9ad050f7f38bc6edd6a51b13234d4b42,46928,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x88f859e1f0a7c49985f0ddea95d97c6c93435320,1.798314843,21000,58.902258455
0x5d82f2d9f3d271f6217c400dcae6c47e21695d655524a76baf8d59bd2f765b6f,46933,0x4019b21f3db1f288414ac180f3ea63315b12a7ac,0x32be343b94f860124dc4fee278fdcbd38c102d88,959.78979024,21000,57.607719937
0xb3d61fa91b74d1c84cdadf7f455aa22324689657d065dcad125effc7c7791cd3,46935,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0xff68c2f39c4e7fe2f92c2dc2f8615b1bf070e0fa,0.00001,21000,54.983952271
0x9c1039693972484c4efbd1901136cbcae9c2be4e3dbad6a86b065ffa672161d1,46940,0xf7500c166f8bea2f82347606e5024be9e4f4ce99,0x2d3cf607adce246f0750b08ebdc87789edb2a407,1,33000,450.0
0x38c4353975f860c577b8d43917a0ce9e26ffb4a10bef87c7e1e43d99278744ff,46941,0xc8ebccc5f5689fa8659d83713341e5ad19349448,0x0000000000000000000000000000000000000000,0.00001,21000,57.239240412
0x3e785e7c5886d0ada561f9a20643abcd51e93d9ac58cf07d488426e07da679ba,46947,0x51d8782d82258441078e57141daa8ffddaf8f57d,0x3af05a4d613476d483a68d0b1a6fdf4eb61644e2,30,21000,56.937158939
0x739065726100d6a51a4bbc2ed26af8587eff509d8982a370f93b8f7c23b99ae2,46953,0x02020d22dcf88f5edd66b382d7da019f161fb7e3,0xcda330c8160f0c90b8b528c6db267acc17381818,0.05,21000,300.0
0xc9c278e4f9092c3f05bfaa2aa023a104614e415d554bf9719e3b42eb2532a22d,46955,0x02020d22dcf88f5edd66b382d7da019f161fb7e3,0xcda330c8160f0c90b8b528c6db267acc17381818,0.05,21000,300.0
0x789fde1863ecbf9c983677a9fa4c0f43dffbc12c6ea0ecbf72a4b17e1172d075,46960,0xcda330c8160f0c90b8b528c6db267acc17381818,0x32be343b94f860124dc4fee278fdcbd38c102d88,0.09873691,21000,60.147130374
0xa38828ddf5f95687c55fcfa8614d471dfd93c53eb99fb7134d573a1ad366ff4b,46961,0x02020d22dcf88f5edd66b382d7da019f161fb7e3,0xcda330c8160f0c90b8b528c6db267acc17381818,1,21000,300.0
0xc384dde94b8c5b21cbc2e4edbfcbb5f9145915b7953b4549e7cdad70af829750,46962,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x21e219c89ca8ac14ae4cba6130eeb77d9e6d3962,1.835043174,21000,58.69579934
0x2b50d350a29ce8f59abf5ef22e0ce9c0ab4c06bddef48917c32f94cec3b86372,46965,0xdf8d48b1eb07b3c217790e6c2df04dc319e7e848,0x825f8ac65c876805d1410edcc237ae5bd9476bb7,10,21000,300.0
0x06f1cbe55060962cad62b8c7e940f3267943ca13fc1b779398048c79d47479b3,46966,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x3630afdcec364199c429e0907896fb114b38a0dd,1.848544662,21000,56.297518205
0x689b37a23ecb90cc8252023feb71ec756c9ff0ad63ce7d2ecc7d21f0bce41141,46972,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xd65b98dbbe8f63fa14139a10041bba7e3a0d377d,1.891951829,21000,57.722337459
0x6d7b07949d2ff4caff879cd73202fb853ed9367c30f31fab88486f0375c54f8c,46976,0x3af05a4d613476d483a68d0b1a6fdf4eb61644e2,0x32be343b94f860124dc4fee278fdcbd38c102d88,29.99878998,21000,57.040943599
0x611fa185e7f43f95674ca5865119f276215e73b7bdb8ecdc3fa21dd9b41fb2ef,46977,0xcda330c8160f0c90b8b528c6db267acc17381818,0x32be343b94f860124dc4fee278fdcbd38c102d88,0.99880214,21000,57.040943599
0xcd656cce64347dfbcae1dd6de7dc3874de299f6991b31afd16b218b4193d22c9,46978,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x9e1b9435365ff9c0653fee36ac89657c5879a566,1.929596939,21000,60.119439118
0x99f7090f274b7bf364c6ada2cadfd2aadb1feddaa4cea9169845c3f0843f6fb7,46979,0xdebbdd831e0f20ae6e378252decdf92f7cf0c658,0x4912d994e8ea111befbc47d04ef89a132d785d95,10,21000,54.916028172
0xecfaf065f71625bcfdf9c7adf5570464c711ad32921bc6d42e8d7eb2d851c5e2,46980,0x96dade6c87e483acb081e9f669b4fc029a440e8b,0x55d1554b08a5311c5c0a0b6464162192f9d2f884,9,21000,54.578647911
0xfb42c9acd59535f471a5a5b75915cda2910744154cde727d70196bca8b4cd632,46983,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x1379d5b7c342e519bfa972dce35cfebaa4fb1e27,1.990293105,21000,57.700908236
0x191b9fac3c4020fa324fca64d1247c9ab4586a8536fd90e9809d2e9783c75474,46985,0xdf8d48b1eb07b3c217790e6c2df04dc319e7e848,0x825f8ac65c876805d1410edcc237ae5bd9476bb7,489,21000,300.0
0xae3da4887334ab317317c1faf5d92800f99883a05d7fe92f5f97409c16c67cdb,46989,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xd0a2d2ea08cdb43a8970fbbe131cbc13adeb993d,2.056758911,21000,60.202574161
0xa40aef6f1274536cd5d2e9b2455c86dae0b596760997b7ae7a55b38062885a4d,46990,0x96dade6c87e483acb081e9f669b4fc029a440e8b,0x55d1554b08a5311c5c0a0b6464162192f9d2f884,0.8,21000,59.467998198
0x655f912add1625ad66c16367a12760c83f20a2418fabeed7c9dd74f2f8dc4400,46991,0x825f8ac65c876805d1410edcc237ae5bd9476bb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,498.9988242,21000,55.990422166
0xb0bf6b3c60720bd690fe6a594d5717a594fa904e5f19e2c7c938442041b75cb3,46992,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x985d744c50fdcb355d105ee00565a8b32bf0b08f,2.075960265,21000,58.385563288
0x4751bc4dde7dfc0820985c9d4ad46e41a7d2f5ada82d74f57ac01f34155be995,46993,0x4912d994e8ea111befbc47d04ef89a132d785d95,0x32be343b94f860124dc4fee278fdcbd38c102d88,9.9988242,21000,55.990422166
0x02073f1703255a92fe92690c38562c196b4bfc986d3cb9e5d450326d38f82065,46998,0xdf8d48b1eb07b3c217790e6c2df04dc319e7e848,0x4f6d4737d7a940382487264886697cf7637f8015,0.9811,21000,300.0
0x094cc36111084f94fd4fe5728d90fe4d904cc02e55f81a293ac690962fd7fc4b,46999,0xd79aff13ba2da75d46240cac0a2467c656949823,0x217cc0cd81dada7c89ad3efdadf04e399a3167e2,500,21000,1158.719309287
0x65c132288a8e6adbc50b196f12287ae55d0d6f323a82cbebb1b2ff21fe04cfb1,47002,0x6b925dd5d8ed6132ab6d0860b82c44e1a51f1fee,0xbc3324c4020f0a7ddc0d9be8254b1f3f291e53fe,0.01,22000,54.506363949
0x146149066e4235f45c565e0f322670cf8c49c06fafcf06aa8694f67a26318bf3,47007,0xd79aff13ba2da75d46240cac0a2467c656949823,0x217cc0cd81dada7c89ad3efdadf04e399a3167e2,0.01,21000,1150.286920923
0x6cc657207518fb30b09a4716b949e8ac61a6c51a8bf8af3a0aa35254dd632e30,47008,0x6b925dd5d8ed6132ab6d0860b82c44e1a51f1fee,0xbc3324c4020f0a7ddc0d9be8254b1f3f291e53fe,100,22000,58.014245533
0x69dc0cdee493bc287e43142dc153d23fbe86becad095ac4f6bbcd42c947a35b3,47015,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x51fb36631e0b81cb031eb2abd0667c5d702700de,2.092857058,21000,57.318106063
0x0a2639bc9117362e4c5de6f0e09a10d2bfd6666da5010592989a6e3fa17bea5e,47016,0x3f98e477a361f777da14611a7e419a75fd238b6b,0x097738363b1662599ad0777e19461601f5ec8df9,125,21000,58.948063641
0xb2d551ba0ca3e3eb731f0a189ed6574d95fa828ca5f32c8f3a94b78970823826,47017,0xebdc6dd87d3a9840bc68c0266f06122234430dbb,0x0000000000000000000000000000000000000000,0,35000,57.134748326
0xad3ef6714724435f916e95a37e8806711a0ea6e819f6c0fb1381aeecbf9de2a4,47020,0x8bae48f227d978d084b009b775222baaf61ed9fe,0xe5e500d5c726fe768ca583c996e244d0d809a1c9,0,23300,500.0
0xfd5f3d37031cd8d987f1d3f8b34c97b6fae7eb365e298be06f2993e697fe04f5,47021,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xd4dc4b9843c73687bfc779afb40669da5f766ef6,2.097116279,21000,54.45994326
0x206022115870c87ac7f5478c673bdd568542a4a004d39445500a1b4bf49fac8c,47023,0x6b925dd5d8ed6132ab6d0860b82c44e1a51f1fee,0xbc3324c4020f0a7ddc0d9be8254b1f3f291e53fe,400,22000,54.712325911
0x39e9a63278e53a16596ce0159422d658eaee8ed1bf8973021f230c6e6ab322f3,47024,0xdebbdd831e0f20ae6e378252decdf92f7cf0c658,0x4912d994e8ea111befbc47d04ef89a132d785d95,1500,21000,59.647347367
0xb41ed14cc4382c04adb626172b60acf917bc5d39b8d61e5ff44dd1986cd69628,47026,0x097738363b1662599ad0777e19461601f5ec8df9,0x32be343b94f860124dc4fee278fdcbd38c102d88,124.99873632,21000,59.528353335
0xdcb8085644110f2fd46a0b528efb5a65d8ba54c791f9a7dedd54ce64a32f5b53,47028,0x217cc0cd81dada7c89ad3efdadf04e399a3167e2,0x32be343b94f860124dc4fee278fdcbd38c102d88,500.0087499,21000,59.528353335
0x59a8702a958838cbdafcba240e394bae0e26b90bd76810265d4ce942245c1f6a,47029,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xf2d2aff1320476cb8c6b607199d23175cc595693,2.113772258,21000,57.548272118
0x4f6a135f40b5a4e308c2092f58d26cd62c7fa49e2e54bbd10a3d43d2cf946996,47031,0xebdc6dd87d3a9840bc68c0266f06122234430dbb,0x0000000000000000000000000000000000000000,0,35000,59.159894092
0xcc3379fc22fdd42d189b39f4bef05c4b97e2959b4895b9287f0a1d0401ec4a23,47034,0x8bae48f227d978d084b009b775222baaf61ed9fe,0xc94fdda93a6efde464f1ab126ca7c38c7ba04a05,1,23300,500.0
0x94e42c8dbf5b66f5ecc3a26a7dad40ce54d1ac21234cf8e66a24e611832fbc4e,47035,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x1ac6f55655ac5bd17536f1f7a81de751949d13da,2.209560355,21000,57.520706259
0x6629e348215e83ce5294750d2b9d2fe9b049af3f30c4924c73a761f30bea6ae8,47040,0x1406854d149e081ac09cb4ca560da463f3123059,0xa0e74ae010d51894734c308d612131056bb721ad,10,30000,57.514291049
0x252c6481006961fb46059a356efac158f79f062b22cfe65c992c7123e6a03317,47042,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x5e9c22043b28e0f8f0bb0bc3403d45af09259031,2.226066426,21000,59.156350787
0xf509f6db95484b7b4357fc13b339b9b95cf47086077b86e6b208717874bd43fb,47051,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xa4a6b8bbb93728d873271331dd99b612147e068f,2.277369793,21000,60.69055469
0xa9b3151d2201b14bc4e2a34d94c3139bc76a4a0ea2895e8bd7ce6547f839cb48,47055,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x033724eb6fbb715dde73dd94f5ab95cf06528cb9,2.282253538,21000,58.234345305
0xe28b7927dd7c35ff557454368557e95240f3b16cc132099a71a5b9134c5f77a4,47060,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x7903428eb39b4da60a93f8fcb5228b3b431b7b52,2.373707509,21000,55.958849563
0x922c37f9f36b2cd9c5d8e2d5cbe65ef177cdbffa11488ce1c33f954b1717c820,47067,0x6b925dd5d8ed6132ab6d0860b82c44e1a51f1fee,0x8fe6af6ed877f324fed769837369e2762416f5a7,500,22000,58.285942101
0x8c6456d88dc978dba5abaa42082d8773a723bccfc817795ceb889d4b450e49b1,47070,0xdebbdd831e0f20ae6e378252decdf92f7cf0c658,0x4912d994e8ea111befbc47d04ef89a132d785d95,489,21000,57.956124464
0xca69ece9c9467108a1cecc86156aa17a61c6dc8bcba3f3663db494240438b1a3,47072,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0xb0f264dc10ce034ca560a614b1e044c1d91a3bae,2.446769331,21000,60.334654696
0xb83334e89197f565384cfe29e326c71efc586901f5750c2b77e661fc7c1864f0,47074,0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,0x134886e027977a26593c096a782c671d72873073,2.47751244,21000,59.106499405
0xe6a86090cd382f1019f0e0f1972b5d4eeab3121de14f6409661a3e7ab41c843e,47075,0xebdc6dd87d3a9840bc68c0266f06122234430dbb,0x000c6f10734a65699707b23ba5b51754aa853845,0.000001,35000,58.612642587
0x0c9f75a891787a08fc6d2a7b4f6fed4f049dfff906799214a91a804b0df5c146,47076,0x1406854d149e081ac09cb4ca560da463f3123059,0xa0e74ae010d51894734c308d612131056bb721ad,90,30000,56.141124551
